(3, 4, 5, 7, 9)	423
(3, 4, 6, 7, 9)	265
(3, 5, 6, 7, 9)	288
(4, 5, 6, 7, 9)	265
(1, 2, 3, 4, 5, 6)	411
(1, 2, 3, 4, 5, 7)	763
(1, 2, 3, 4, 5, 9)	352
(1, 2, 3, 4, 6, 7)	408
(1, 2, 3, 4, 6, 9)	235
(1, 2, 3, 4, 7, 9)	350
(1, 2, 3, 5, 6, 7)	435
(1, 2, 3, 5, 6, 9)	248
(1, 2, 3, 5, 7, 9)	374
(1, 2, 3, 6, 7, 9)	246
(1, 2, 4, 5, 6, 7)	410
(1, 2, 4, 5, 6, 9)	236
(1, 2, 4, 5, 7, 9)	349
(1, 2, 4, 6, 7, 9)	233
(1, 2, 5, 6, 7, 9)	246
(1, 3, 4, 5, 6, 7)	439
(1, 3, 4, 5, 6, 9)	246
(1, 3, 4, 5, 7, 9)	374
(1, 3, 4, 6, 7, 9)	244
(1, 3, 5, 6, 7, 9)	265
(1, 4, 5, 6, 7, 9)	244
(2, 3, 4, 5, 6, 7)	447
(2, 3, 4, 5, 6, 9)	255
(2, 3, 4, 5, 7, 9)	389
(2, 3, 4, 6, 7, 9)	253
(2, 3, 5, 6, 7, 9)	266
(2, 4, 5, 6, 7, 9)	253
(3, 4, 5, 6, 7, 9)	265
(1, 2, 3, 4, 5, 6, 7)	408
(1, 2, 3, 4, 5, 6, 9)	235
(1, 2, 3, 4, 5, 7, 9)	349
(1, 2, 3, 4, 6, 7, 9)	233
(1, 2, 3, 5, 6, 7, 9)	246
(1, 2, 4, 5, 6, 7, 9)	233
(1, 3, 4, 5, 6, 7, 9)	244
(2, 3, 4, 5, 6, 7, 9)	253
(1, 2, 3, 4, 5, 6, 7, 9)	233
